cpv_code,name,description
03220000,"Povrće, voće i koštunjavo voće","Vegetables, fruits and nuts"
37322000,Delovi muzičkih instrumenata,Parts of musical instruments
42716200,Mašine za sušenje,Drying machines
09134220,Dizel gorivo (EN 590),Diesel fuel (EN 590)
38425100,Manometri,Manometers
92232000,Kablovska TV,Cable TV
50221100,Usluge popravke i održavanja menjača lokomotiva,Repair and maintenance services of locomotive gearboxes
50532400,Usluge popravke i održavanja opreme za distribuciju električne energije,Repair and maintenance services of electrical distribution equipment
45262100,Radovi na postavljanju i demontaži građevinskih skela,Scaffolding work
55523100,Usluge školskih obroka,School-meal services
33141770,"Sprave za prelome, čivije i pločice","Fracture appliances, pins and plates"
44191000,Razni građevinski materijali od drveta,Miscellaneous construction materials in wood
44163121,Cevi za grejanje,Heating pipes
33120000,Sistemi za snimanje i uređaji za ispitivanje,Recording systems and exploration devices
18333000,Majice sa kragnom (polo majice),Polo shirts
92600000,Usluge u oblasti sporta,Sporting services
30216130,Čitači bar-kodova,Barcode readers
22458000,Materijal štampan po narudžbini,Bespoke printed matter
39711360,Pećnice,Ovens
03441000,"Ukrasne biljke, trava, mahovina i lišajevi","Ornamental plants, grasses, mosses or lichens"
32342410,Zvučna oprema,Sound equipment
39516120,Jastuci,Pillows
45233253,Radovi na površinskom sloju pešačkih staza,Surface work for footpaths
34522150,Katamarani,Catamaran sailing boats
98311000,Usluge skupljanja i dostave rublja na pranje,Laundry-collection services
72319000,Usluge dostavljanja podataka,Data supply services
98113000,Usluge specijalističkih organizacija,Services furnished by specialist organisations
45223800,Montiranje i postavljanje montažnih konstrukcija,Assembly and erection of prefabricated structures
48614000,Sistem za obezbeđivanje podataka,Data-acquisition system
42221110,Delovi mašina za mužu,Parts of milking machines
92111000,Usluge produkcije filma i video snimaka,Motion picture and video production services
44411000,Sanitarni proizvodi,Sanitary ware
03121000,Hortikulturni proizvodi,Horticultural products
98314000,Usluge bojenja,Colouring services
42310000,Gorionici za ložišta,Furnace burners
37450000,Oprema za sportove na sportskim igralištima i terenima,Field and court sports equipment
15982000,Bezalkoholni osvežavajući napici,Soft drinks
34632300,Električne instalacije za železnicu,Electrical installations for railways
34150000,Simulatori,Simulators
45232451,Radovi na odvodnjavanju i površinski radovi,Drainage and surface works
42132300,Delovi ventila,Valve parts
71314300,Savetodavne usluge u vezi sa energetskom efikasnošću,Energy-efficiency consultancy services
38653400,Platna za projekcije,Projection screens
30192700,Razni pribor za pisanje,Stationery
34996300,"Oprema za nadzor, sigurnost ili signalizaciju na parkiralištima","Control, safety or signalling equipment for parking facilities"
39151000,Razni nameštaj,Miscellaneous furniture
33191000,"Uređaji za sterilizaciju, dezinfekciju i higijenu","Sterilisation, disinfection and hygiene devices"
92111220,Produkcija reklamnih video snimaka,Advertising video-tape production
22315000,Fotografije,Photographs
19212000,Pamučne tkanine,Woven fabrics of cotton
39715200,Oprema za grejanje,Heating equipment
35121400,Sigurnosne torbe,Security bags
33170000,Anestezija i reanimacija,Anaesthesia and resuscitation
42910000,"Aparati za destilaciju, filtriranje ili prečišćavanje","Distilling, filtering or rectifying apparatus"
15612100,Pšenično brašno,Wheat flour
34144700,Komunalna vozila,Utility vehicles
31625100,Sistemi za otkrivanje požara,Fire-detection systems
39113100,Fotelje,Armchairs
92521200,Usluge očuvanja eksponata i primeraka,Preservation services of exhibits and specimens
45211350,Radovi na izgradnji višenamenskih zgrada,Multi-functional buildings construction work
34221000,Pokretni kontejneri za posebne namene,Special-purpose mobile containers
33192100,Kreveti za medicinsku upotrebu,Beds for medical use
42512200,Zidni klima uređaj,Wall air-conditioning machines
38126000,Uređaji za posmatranje površine,Surface observing apparatus
34946000,Materijal i delovi za izgradnju železničkih koloseka,Railway-track construction materials and supplies
34920000,Drumska oprema,Road equipment
79400000,Usluge savetovanja u poslovanju i upravljanju i srodne usluge,Business and management consultancy and related services
42677000,Delovi pneumatskih alata,Parts of pneumatic tools
34142100,Kamioni sa platformom koja se diže,Elevator-platforms trucks
85312510,Usluge profesionalne rehabilitacije,Vocational rehabilitation services
44211100,Modularne i prenosne zgrade,Modular and portable buildings
03410000,Drvo,Wood
24951000,Masti i maziva,Greases and lubricants
77341000,Obrezivanje drveća,Tree pruning
34115300,Polovna vozila za transport,Second-hand transport vehicles
44522000,"Zatvarači, delovi brava i ključevi","Clasps, lock parts and keys"
45234200,Sistem prevoza žičarom,Cable-supported transport systems
45212221,Građevinski radovi u vezi sa konstrukcijama za sportske terene,Construction work in connection with structures for sports ground
24957100,Pripremljena vezivna sredstva za livačke kalupe ili livačka jezgra,Prepared binders for foundry moulds or cores
35613000,Bespilotne letelice,Unmanned aerial vehicles
30191100,Oprema za arhiviranje,Filing equipment
18831000,Obuća sa zaštitnom metalnom kapnom,Footwear incorporating a protective metal toecap
43000000,"Mašine za rudarstvo, kamenolome, oprema za građevinarstvo","Machinery for mining, quarrying, construction equipment"
44425200,Gumeni zaptivači,Rubber seals
64110000,Poštanske usluge,Postal services
34312500,Zaptivači,Gaskets
09331200,Solarni fotonaponski moduli,Solar photovoltaic modules
98342000,Usluge u vezi sa radnom sredinom,Work environment services
51110000,Usluge instaliranja električne opreme,Installation services of electrical equipment
22213000,Časopisi,Magazines
45247000,"Radovi na izgradnji brana, kanala, kanala za navodnjavanje i akvadukata","Construction work for dams, canals, irrigation channels and aqueducts"
48310000,Programski paket za izradu dokumenata,Document creation software package
44511000,Ručni alati,Hand tools
31153000,Ispravljači,Rectifiers
38554000,Brojila električne energije,Electricity meters
15911000,Alkoholna pića,Spirituous beverages
33712000,Kondomi,Condoms
35815100,Neprobojni prsluci,Bullet-proof vests
55521200,Usluge dostavljanja obroka,Meal delivery service
32429000,Oprema za telefonsku mrežu,Telephone network equipment
85311200,Usluge socijalne zaštite za osobe sa invaliditetom,Welfare services for the handicapped
72421000,Usluge razvoja korisničkih aplikacija za internet ili intranet,Internet or intranet client application development services
33198000,"Proizvodi od hartije, za bolnice",Hospital paper articles
42419510,Delovi liftova,Parts of lifts
92312120,Usluge muzičkih grupa,Singer group entertainment services
39711100,Frižideri i zamrzivači,Refrigerators and freezers
90915000,Usluge čišćenja peći i dimnjaka,Furnace and chimney cleaning services
18141000,Radne rukavice,Work gloves
50323000,Održavanje i popravka perifernih računarskih uređaja,Maintenance and repair of computer peripherals
03222000,Voće i koštunjavo voće,Fruit and nuts
32342000,Zvučnici,Loudspeakers
33184400,Proteze dojke,Breast prostheses
39299000,Proizvodi od stakla,Glassware
33185200,Kohlearni implanti,Cochlear implant
22822000,Poslovni obrasci,Business forms
15894300,Gotova jela,Prepared dishes
51700000,Usluge instaliranja opreme za zaštitu od požara,Installation services of fire protection equipment
92312250,Usluge drugih samostalnih umetnika,Services provided by individual artists
31625200,Alarmni sistemi za dojavu požara,Fire-alarm systems
14812000,Abrazivni materijali u prahu ili zrnu,Abrasive powder or grain
64222000,Usluge rada na daljinu,Teleworking services
45232460,Sanitarni radovi,Sanitary works
34111000,Karavan i kombi vozila i limuzine,Estate and saloon cars
45233294,Postavljanje putne saobraćajne signalizacije,Installation of road signals
24951210,Prah za aparate za gašenje požara,Fire-extinguisher powder
33122000,Oftalmološka oprema,Ophthalmology equipment
39111200,Pozorišna sedišta,Theatre seats
14710000,"Gvožđe, olovo, cink, kalaj i bakar","Iron, lead, zinc, tin and copper"
14430000,Evaporisana so i čisti natrijum hlorid,Evaporated salt and pure sodium chloride
34928200,Ograde,Fences
35121000,Sigurnosna oprema,Security equipment
45262690,Obnavljanje trošnih zgrada,Refurbishment of run-down buildings
45223200,Radovi na konstrukcijama,Structural works
50112200,Usluge održavanja automobila,Car maintenance services
85322000,Strategije i planovi lokalne zajednice,Community action programme
31121110,Električni pretvarači,Power converters
33141420,Hirurške rukavice,Surgical gloves
50114200,Usluge održavanja teretnih vozila,Truck maintenance services
77211500,Usluge održavanja drveća,Tree-maintenance services
71333000,Mehaničke inženjerske usluge,Mechanical engineering services
45100000,Priprema gradilišta,Site preparation work
42413500,Dizalice za vozila,Vehicle hoists
79994000,Usluge upravljanja ugovorima,Contract administration services
39145000,Oprema za vinske podrume,Wine cellar fixtures
72316000,Usluge analize podataka,Data analysis services
79953000,Usluge organizovanja festivala,Festival organisation services
50210000,"Usluge popravke, održavanja i srodne usluge za opremu vazduhoplova i drugu opremu","Repair, maintenance and associated services related to aircraft and other equipment"
35125200,Sistem kontrole vremena ili za beleženje radnog vremena,Time control system or working time recorder
39315000,Oprema za restorane,Restaurant equipment
45233293,Postavljanje urbane opreme,Installation of street furniture
79341400,Usluge oglašavanja kampanje,Advertising campaign services
22130000,Telefonski imenici,Directories
42980000,Generatori gasa,Gas generators
18931100,Ruksaci,Rucksacks
45259000,Popravak i održavanje postrojenja,Repair and maintenance of plant
38120000,Meteorološki instrumenti,Meteorological instruments
24213000,Hidratisan kreč,Hydrated lime
39831220,Sredstva za odstranjivanje masnoće,Degreasing agents
34928500,Oprema za uličnu rasvetu,Street-lighting equipment
33660000,Medicinski proizvodi za nervni sistem i senzorne organe,Medicinal products for the nervous system and sensory organs
22111000,Školske knjige,School books
72611000,Usluge tehničke računarske podrške,Technical computer support services
90524400,"Skupljanje, prevoz i odlaganje bolničkog otpada","Collection, transport and disposal of hospital waste"
45442000,Radovi na nanošenju zaštitnog premaza,Application work of protective coatings
80522000,Obrazovni seminari za osposobljavanje,Training seminars
33162000,Uređaji i instrumenti za operacione sale,Operating theatre devices and instruments
72212311,Usluge izrade softvera za upravljanje dokumentima,Document management software development services
30237100,Delovi računara,Parts of computers
71351900,"Geološke, okeanografske i hidrološke usluge","Geology, oceanography and hydrology services"
44162200,Distribucioni cevovod,Distribution piping
63121100,Usluge čuvanja,Storage services
39831500,Sredstva za čišćenje automobila,Automotive cleaners
45343000,Radovi na instalaciji uređaja za prevenciju požara,Fire-prevention installation works
03211100,Pšenica,Wheat
34144450,Vozila za prskanje ili polivanje,Sprinkler vehicles
24430000,Đubriva životinjskog ili biljnog porekla,Animal or vegetal fertilisers
34942000,Oprema za signalizaciju,Signalling equipment
16520000,Istovarne prikolice za poljoprivredne namene,Unloading trailers for agriculture
85121000,Usluge lekarskih ordinacija,Medical practice services
42123400,Vazdušni kompresori,Air compressors
39143112,Dušeci,Mattresses
24313220,Fosfati,Phosphates
18113000,Industrijska radna odeća,Industrial clothing
14820000,Staklo,Glass
39530000,"Tepisi, podni prostirači i ćilimi","Carpets, mats and rugs"
44620000,Radijatori i kotlovi za centralno grejanje i delovi,Central-heating radiators and boilers and parts
15812000,Peciva i kolači,Pastry goods and cakes
55400000,Usluge posluživanja pića i napitaka,Beverage-serving services
79990000,Razne usluge u vezi sa poslovanjem,Miscellaneous business-related services
44441000,Mikro-kuglice,Microbeads
39560000,Razni tekstilni proizvodi,Miscellaneous textile articles
32413100,Mrežni ruteri,Network routers
44111510,Izolatori,Insulators
31518200,Svetlosna oprema za vanredne situacije,Emergency lighting equipment
45261410,Radovi na izolaciji krova,Roof insulation work
71351914,Arheološke usluge,Archaeological services
42000000,Industrijske mašine,Industrial machinery
22993000,"Fotoosetljiva, termoosetljiva ili termografska hartija i karton","Photosensitive, heat-sensitive or thermographic paper and paperboard"
45261420,Radovi na hidroizolaciji,Waterproofing work
66500000,Usluge osiguranja i penzijske usluge,Insurance and pension services
39717000,Ventilatori i uređaji za klimatizaciju,Fans and air-conditioning appliances
